"cell_id","signoff_row_id","column_name","old_value","new_value","change_state","change_class","reason"
"MI455X-REBASE-CELL-02461","MI455X-SIGN-0099","semantic_status_column","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02462","MI455X-SIGN-0099","semantic_status_before","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02463","MI455X-SIGN-0099","semantic_status_after","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02464","MI455X-SIGN-0099","source_line_sha256","8569c0f545323f8761e895947233b2ac89ed76e416777c8c4aac07ed923a4d69","8569c0f545323f8761e895947233b2ac89ed76e416777c8c4aac07ed923a4d69","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02465","MI455X-SIGN-0099","freeze_manifest_sha256","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02466","MI455X-SIGN-0099","freeze_manifest_bytes","4603","4603","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02467","MI455X-SIGN-0099","freeze_aggregate_sha256","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02468","MI455X-SIGN-0099","formal_baseline_manifest_sha256","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","7ff0be6c7c72f7aba85fe584a14ef9df11f72e17c84a40cb541e1c6b2933e4b1","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02469","MI455X-SIGN-0099","formal_baseline_manifest_bytes","6070","8965","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02470","MI455X-SIGN-0099","formal_baseline_aggregate_sha256","6aa1bd6373b9d07b383a25c1355609cc6076ee8e491048d68d9c4ba445c0d165","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02471","MI455X-SIGN-0099","temporary_merge_validator_checks","102752","111040","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02472","MI455X-SIGN-0099","verdict","accept","accept","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02473","MI455X-SIGN-0099","reviewer","m2_final_review_mi455x","m2_mi455x_rebase","changed","new_independent_reviewer","The rebase is signed by the independent rebase reviewer."
"MI455X-REBASE-CELL-02474","MI455X-SIGN-0099","review_date","2026-08-13","2026-08-13","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02475","MI455X-SIGN-0099","notes","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02476","MI455X-SIGN-0100","signoff_row_id","MI455X-SIGN-0100","MI455X-SIGN-0100","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02477","MI455X-SIGN-0100","binding_kind","lifecycle_pk_write","lifecycle_pk_write","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02478","MI455X-SIGN-0100","source_path","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02479","MI455X-SIGN-0100","source_sha256","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02480","MI455X-SIGN-0100","source_bytes","18486","18486","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02481","MI455X-SIGN-0100","target_path","数据/facts.csv","数据/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02482","MI455X-SIGN-0100","pk_column","fact_id","fact_id","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02483","MI455X-SIGN-0100","pk_value","FACT-M2W3-AMD-MI455X-MXFP8-PEAK","FACT-M2W3-AMD-MI455X-MXFP8-PEAK","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02484","MI455X-SIGN-0100","source_review_status","draft","draft","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02485","MI455X-SIGN-0100","authorized_review_status","reviewed","reviewed","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02486","MI455X-SIGN-0100","semantic_status_column","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02487","MI455X-SIGN-0100","semantic_status_before","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02488","MI455X-SIGN-0100","semantic_status_after","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02489","MI455X-SIGN-0100","source_line_sha256","a887b999c967ba76808aa522201e2db3cad3a5151eb5adb856a265a59930526e","a887b999c967ba76808aa522201e2db3cad3a5151eb5adb856a265a59930526e","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02490","MI455X-SIGN-0100","freeze_manifest_sha256","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02491","MI455X-SIGN-0100","freeze_manifest_bytes","4603","4603","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02492","MI455X-SIGN-0100","freeze_aggregate_sha256","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02493","MI455X-SIGN-0100","formal_baseline_manifest_sha256","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","7ff0be6c7c72f7aba85fe584a14ef9df11f72e17c84a40cb541e1c6b2933e4b1","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02494","MI455X-SIGN-0100","formal_baseline_manifest_bytes","6070","8965","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02495","MI455X-SIGN-0100","formal_baseline_aggregate_sha256","6aa1bd6373b9d07b383a25c1355609cc6076ee8e491048d68d9c4ba445c0d165","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02496","MI455X-SIGN-0100","temporary_merge_validator_checks","102752","111040","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02497","MI455X-SIGN-0100","verdict","accept","accept","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02498","MI455X-SIGN-0100","reviewer","m2_final_review_mi455x","m2_mi455x_rebase","changed","new_independent_reviewer","The rebase is signed by the independent rebase reviewer."
"MI455X-REBASE-CELL-02499","MI455X-SIGN-0100","review_date","2026-08-13","2026-08-13","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02500","MI455X-SIGN-0100","notes","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02501","MI455X-SIGN-0101","signoff_row_id","MI455X-SIGN-0101","MI455X-SIGN-0101","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02502","MI455X-SIGN-0101","binding_kind","lifecycle_pk_write","lifecycle_pk_write","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02503","MI455X-SIGN-0101","source_path","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02504","MI455X-SIGN-0101","source_sha256","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02505","MI455X-SIGN-0101","source_bytes","18486","18486","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02506","MI455X-SIGN-0101","target_path","数据/facts.csv","数据/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02507","MI455X-SIGN-0101","pk_column","fact_id","fact_id","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02508","MI455X-SIGN-0101","pk_value","FACT-M2W3-AMD-MI455X-FP8-PEAK","FACT-M2W3-AMD-MI455X-FP8-PEAK","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02509","MI455X-SIGN-0101","source_review_status","draft","draft","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02510","MI455X-SIGN-0101","authorized_review_status","reviewed","reviewed","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02511","MI455X-SIGN-0101","semantic_status_column","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02512","MI455X-SIGN-0101","semantic_status_before","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02513","MI455X-SIGN-0101","semantic_status_after","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02514","MI455X-SIGN-0101","source_line_sha256","c9ec42edf478017386b02e1646d14fa04409d73a0d8750a2fcc2751a1c04d1a7","c9ec42edf478017386b02e1646d14fa04409d73a0d8750a2fcc2751a1c04d1a7","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02515","MI455X-SIGN-0101","freeze_manifest_sha256","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02516","MI455X-SIGN-0101","freeze_manifest_bytes","4603","4603","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02517","MI455X-SIGN-0101","freeze_aggregate_sha256","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02518","MI455X-SIGN-0101","formal_baseline_manifest_sha256","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","7ff0be6c7c72f7aba85fe584a14ef9df11f72e17c84a40cb541e1c6b2933e4b1","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02519","MI455X-SIGN-0101","formal_baseline_manifest_bytes","6070","8965","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02520","MI455X-SIGN-0101","formal_baseline_aggregate_sha256","6aa1bd6373b9d07b383a25c1355609cc6076ee8e491048d68d9c4ba445c0d165","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02521","MI455X-SIGN-0101","temporary_merge_validator_checks","102752","111040","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02522","MI455X-SIGN-0101","verdict","accept","accept","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02523","MI455X-SIGN-0101","reviewer","m2_final_review_mi455x","m2_mi455x_rebase","changed","new_independent_reviewer","The rebase is signed by the independent rebase reviewer."
"MI455X-REBASE-CELL-02524","MI455X-SIGN-0101","review_date","2026-08-13","2026-08-13","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02525","MI455X-SIGN-0101","notes","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02526","MI455X-SIGN-0102","signoff_row_id","MI455X-SIGN-0102","MI455X-SIGN-0102","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02527","MI455X-SIGN-0102","binding_kind","lifecycle_pk_write","lifecycle_pk_write","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02528","MI455X-SIGN-0102","source_path","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02529","MI455X-SIGN-0102","source_sha256","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02530","MI455X-SIGN-0102","source_bytes","18486","18486","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02531","MI455X-SIGN-0102","target_path","数据/facts.csv","数据/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02532","MI455X-SIGN-0102","pk_column","fact_id","fact_id","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02533","MI455X-SIGN-0102","pk_value","FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02534","MI455X-SIGN-0102","source_review_status","draft","draft","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02535","MI455X-SIGN-0102","authorized_review_status","reviewed","reviewed","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02536","MI455X-SIGN-0102","semantic_status_column","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02537","MI455X-SIGN-0102","semantic_status_before","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02538","MI455X-SIGN-0102","semantic_status_after","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02539","MI455X-SIGN-0102","source_line_sha256","62965f046f04166681274442489ddc50b4f19d174a5ae5e4708499c8a87338c1","62965f046f04166681274442489ddc50b4f19d174a5ae5e4708499c8a87338c1","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02540","MI455X-SIGN-0102","freeze_manifest_sha256","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02541","MI455X-SIGN-0102","freeze_manifest_bytes","4603","4603","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02542","MI455X-SIGN-0102","freeze_aggregate_sha256","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02543","MI455X-SIGN-0102","formal_baseline_manifest_sha256","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","7ff0be6c7c72f7aba85fe584a14ef9df11f72e17c84a40cb541e1c6b2933e4b1","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02544","MI455X-SIGN-0102","formal_baseline_manifest_bytes","6070","8965","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02545","MI455X-SIGN-0102","formal_baseline_aggregate_sha256","6aa1bd6373b9d07b383a25c1355609cc6076ee8e491048d68d9c4ba445c0d165","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02546","MI455X-SIGN-0102","temporary_merge_validator_checks","102752","111040","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02547","MI455X-SIGN-0102","verdict","accept","accept","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02548","MI455X-SIGN-0102","reviewer","m2_final_review_mi455x","m2_mi455x_rebase","changed","new_independent_reviewer","The rebase is signed by the independent rebase reviewer."
"MI455X-REBASE-CELL-02549","MI455X-SIGN-0102","review_date","2026-08-13","2026-08-13","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02550","MI455X-SIGN-0102","notes","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02551","MI455X-SIGN-0103","signoff_row_id","MI455X-SIGN-0103","MI455X-SIGN-0103","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02552","MI455X-SIGN-0103","binding_kind","lifecycle_pk_write","lifecycle_pk_write","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02553","MI455X-SIGN-0103","source_path","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02554","MI455X-SIGN-0103","source_sha256","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02555","MI455X-SIGN-0103","source_bytes","18486","18486","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02556","MI455X-SIGN-0103","target_path","数据/facts.csv","数据/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02557","MI455X-SIGN-0103","pk_column","fact_id","fact_id","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02558","MI455X-SIGN-0103","pk_value","FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02559","MI455X-SIGN-0103","source_review_status","draft","draft","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02560","MI455X-SIGN-0103","authorized_review_status","reviewed","reviewed","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02561","MI455X-SIGN-0103","semantic_status_column","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02562","MI455X-SIGN-0103","semantic_status_before","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02563","MI455X-SIGN-0103","semantic_status_after","","","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02564","MI455X-SIGN-0103","source_line_sha256","3204ee2ba980c3118ad2a444e0039170625420ed073933567a8442516a9743db","3204ee2ba980c3118ad2a444e0039170625420ed073933567a8442516a9743db","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02565","MI455X-SIGN-0103","freeze_manifest_sha256","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02566","MI455X-SIGN-0103","freeze_manifest_bytes","4603","4603","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02567","MI455X-SIGN-0103","freeze_aggregate_sha256","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","dfed75716edaff380b35f4b356f4a631a8ce17413a8e339ac2b77448cb94b0a0","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02568","MI455X-SIGN-0103","formal_baseline_manifest_sha256","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","7ff0be6c7c72f7aba85fe584a14ef9df11f72e17c84a40cb541e1c6b2933e4b1","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02569","MI455X-SIGN-0103","formal_baseline_manifest_bytes","6070","8965","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02570","MI455X-SIGN-0103","formal_baseline_aggregate_sha256","6aa1bd6373b9d07b383a25c1355609cc6076ee8e491048d68d9c4ba445c0d165","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02571","MI455X-SIGN-0103","temporary_merge_validator_checks","102752","111040","changed","baseline_rebind","AWS formal merge changed the signed 32-table baseline and the fresh isolated-merge validator count."
"MI455X-REBASE-CELL-02572","MI455X-SIGN-0103","verdict","accept","accept","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02573","MI455X-SIGN-0103","reviewer","m2_final_review_mi455x","m2_mi455x_rebase","changed","new_independent_reviewer","The rebase is signed by the independent rebase reviewer."
"MI455X-REBASE-CELL-02574","MI455X-SIGN-0103","review_date","2026-08-13","2026-08-13","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02575","MI455X-SIGN-0103","notes","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02576","MI455X-SIGN-0104","signoff_row_id","MI455X-SIGN-0104","MI455X-SIGN-0104","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02577","MI455X-SIGN-0104","binding_kind","lifecycle_pk_write","lifecycle_pk_write","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02578","MI455X-SIGN-0104","source_path","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02579","MI455X-SIGN-0104","source_sha256","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02580","MI455X-SIGN-0104","source_bytes","18486","18486","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02581","MI455X-SIGN-0104","target_path","数据/facts.csv","数据/facts.csv","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02582","MI455X-SIGN-0104","pk_column","fact_id","fact_id","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02583","MI455X-SIGN-0104","pk_value","FACT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK","FACT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
"MI455X-REBASE-CELL-02584","MI455X-SIGN-0104","source_review_status","draft","draft","unchanged","unchanged","Cell is byte-for-byte equivalent after CSV parsing."
