来源项目,来源记录,标题或条目说明,作者或机构,资料类型,证据等级,发布日期,记录状态,URL,来源文件,备注
调研-训练推理芯片调研,10；18；调研v4/厂商档案/NVIDIA/资料汇总.md:30,"[论文] A. Mishra, J. A. Latorre, J. Pool, et al. (NVIDIA), Accelerating Sparse Deep Neural Networks. arXiv:2104.08378, 2021. - 2:4 结构化稀疏 Tensor Core 的权威一手论文：压缩格式 + 稀疏 MMA 硬件 + 一次剪枝再训练 workflow，本档 §2 稀疏支持的机理与精度结论出处。",,网页,,,v4 当前引用,https://arxiv.org/abs/2104.08378,调研v4/厂商档案/NVIDIA/芯片架构详解.md；调研v4/厂商档案/NVIDIA/资料汇总.md,
调研-训练推理芯片调研,25,"[论文] Horowitz, Computing's Energy Problem (and what we can do about it), ISSCC 2014（INT8 乘 vs FP16 乘约 6× 能量/面积、整数加 13×/38×，TPU 论文据此量化）.",,网页,,,v4 当前引用,https://ieeexplore.ieee.org/document/6757323,调研v4/厂商档案/Google-TPU/芯片架构详解.md,
调研-训练推理芯片调研,8,arXiv:2405.07518 - SambaNova SN40L: Scaling the AI Memory Wall with Dataflow and CoE - 一手论文 - 本厂主要一手资料。三层内存机理、PCU 双模(systolic/SIMD)、tail stage(超越/随机舍入)、RDN 三 fabric、AGCU P2P、编译器自动融合/异构内存 GC、Samba-CoE 150 专家/1T、8-socket 对 DGX H100 3.7×/A100 6.6×/切换 15-31×/footprint 19×/融合 2-13×。做 CGRA+三层内存架构研究建议读。,,网页,,,v4 当前引用,https://arxiv.org/abs/2405.07518,调研v4/厂商档案/SambaNova/资料汇总.md,
调研-训练推理芯片调研,23；7,"一手论文 D. Abts, G. Kimmell, A. Ling, J. Kim, M. Boyd, A. Bitar, S. Parmar, et al., A Software-defined Tensor Streaming Multiprocessor for Large-Scale Machine Learning, ISCA 2022, pp. 567-580（一手：TSP 的多芯片/scale-out 续作，软件定义互联网络的系统架构：封装/路由/流控，编译期把整网调度做成确定性；RealScale/Dragonfly 的学术正源）. ；PDF",,网页,,,v4 当前引用,https://dl.acm.org/doi/10.1145/3470496.3527405,调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,26；调研v4/厂商档案/Groq/资料汇总.md:52,"一手论文 D. Abts, G. Kimmell, A. Ling, J. Kim, et al., Enabling Artificial Intelligence Supercomputers With Domain-Specific Networks, IEEE Micro 44(2), 2024, pp. 41-49（一手同行评审：以 Groq RealScale 为背景论证 AI 超算需要低延迟、高吞吐、可扩展到数万端点的领域专用网络：RealScale/Dragonfly 设计哲学的期刊正源）.",,网页,,,v4 当前引用,https://www.computer.org/csdl/magazine/mi/2024/02/10310023/1RRiRiYk0ww,调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,24；调研v4/厂商档案/Groq/资料汇总.md:46,"一手论文 D. Abts, J. Kim, G. Kimmell, M. Boyd, K. Kang, S. Parmar, A. Ling, A. Bitar, I. Ahmed, J. Ross, The Groq Software-defined Scale-out Tensor Streaming Multiprocessor: From chips-to-systems architectural overview, Hot Chips 34 (HCS 2022), pp. 1-69（官方一手演示：TSP 背景、软件定义硬件与确定性执行、TSP 微架构、系统封装/拓扑/路由/流控的完整 chips-to-systems 视角）. ；IEEE",,网页,,,v4 当前引用,https://ieeexplore.ieee.org/document/9895630/,调研v4/厂商档案/Groq/芯片架构详解.md；调研v4/厂商档案/Groq/资料汇总.md,
调研-训练推理芯片调研,调研v4/主题分析/03_AI_core内部差异.md:35；调研v4/主题分析/03_AI_core内部差异.md:39；调研v4/主题分析/03_AI_core内部差异.md:49,"华为官方文档直接把 AI Core 说成“不同于传统 CPU 和 GPU”，其本质是面向特定领域常见应用和算法的 Domain Specific Architecture，DSA ；AI Core 由 Cube 矩阵单元、Vector 向量单元、Scalar 标量单元组成，三类单元各司其职。([昇腾社区]( ""AI Core架构-背景知识-TBE&amp;AI CPU自定义算子开发-算子开发-CANN社区版8.0.0.alpha003开发文档-昇腾社区"")) 所以从架构分类上，昇腾更适合叫 AI 加速器 / NPU / DSA ，而不是 GPU。产品形态上它可能是 PCIe 加速卡、训练卡，使用方式也像“加速器”，但微架构不是 NVIDIA/AMD GPU 那种以 SM/CU + SIMT warp/wavefront 为核心的通用图形/GPGPU 设计。",,网页,,,v4 当前引用,https://www.hiascend.com/document/detail/zh/CANNCommunityEdition/800alpha003/devguide/opdevg/tbeaicpudevg/atlasopdev_10_0008.html,调研v4/主题分析/03_AI_core内部差异.md,
调研-训练推理芯片调研,调研v4/厂商档案/Cerebras/芯片架构详解.md:84,图：Cerebras WSE 架构：各核以 2D mesh 拓扑互连，每核含一个连接四邻的专用路由器与本地计算逻辑，并自带 48KB SRAM（全片合计 40GB 片上 SRAM）。来源：arXiv:2409.00287《Benchmarking the Performance of Large Language Models on the Cerebras Wafer Scale Engine》Fig.3， （原图，仅内部参考）。,,网页,,,v4 当前引用,https://arxiv.org/html/2409.00287v1/extracted/5824609/cerebras.jpg,调研v4/厂商档案/Cerebras/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/NVIDIA/芯片架构详解.md:41,"图：GH100（H100）单个 SM（流多处理器）框图 - 4 个处理分区，每分区含 FP32/INT32/FP64 CUDA 核与 1 个第 4 代 Tensor Core，外加 256KB L1/共享内存与 Tensor Memory Accelerator（TMA）。可直观看出""SIMT-GPU + 嵌入式 MMA（Matrix Multiply-Accumulate，矩阵乘加）协处理器""范式（非独立脉动阵列），呼应本节 Tensor Core 谱系。来源：NVIDIA Technical Blog《NVIDIA Hopper Architecture In-Depth》，",,网页,,,v4 当前引用,https://developer.nvidia.com/blog/nvidia-hopper-architecture-in-depth/（官方原图，仅内部参考）,调研v4/厂商档案/NVIDIA/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md:129,"图：Hexagon（v73 + Tensor）内部框图：共享 VLIW4 前端 + 三类执行域：Scalar Execution（标量，4 路 ALU/分支/访存）、Vector Execution（HVX 向量，1024-bit 向量寄存器 + Vec ALU/MUL/Histogram/Scatter）、Tensor Execution（16K MAC 张量阵列），下接 L1/L2 + 8MB 紧耦合内存 TCM 的统一存储子系统：直观对应正文""标量+向量+张量加速器融合 + 大共享内存""机制。来源：Chester Lam, ""Qualcomm's Hexagon DSP, and now, NPU"", Chips and Cheese（开放，无付费墙）。",,网页,,,v4 当前引用,https://chipsandcheese.com/p/qualcomms-hexagon-dsp-and-now-npu（原图，仅内部参考）,调研v4/厂商档案/其他国产与边缘/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md:39,"图：Intel Gaudi 3 整体架构（DCORE point-of-view）：HOST 软件栈（Framework Integration Layer / Graph Compiler / Kernel Library / 驱动）经 PCIe Gen5 x16 接入 SoC；片内 4 个 DCORE，每个含 2 个 MME + 16 个 TPC + L2 Cache，并列 Media（ROT/DEC）与 Network（24×NIC + RDMA/EDMA）子系统，底部为统一 HBM 设备内存。来源：Intel, ""Intel Gaudi 3 AI Accelerator Technical Paper (White Paper)"" Fig 6，",,网页,,,v4 当前引用,https://cdrdv2-public.intel.com/817486/gaudi-3-ai-accelerator-white-paper.pdf（原图，开放下载，仅内部参考）,调研v4/厂商档案/Intel-Gaudi/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/AWS-Trainium-Inferentia/芯片架构详解.md:44,图：NeuronCore-v2 微架构 - TensorEngine / VectorEngine / ScalarEngine / GpSimd 四引擎及其与 SBUF、PSUM 片上内存的连接（Trn1/Inf2 同构，Trn2/Trn3 在此基础上加核与扩阵列）。来源：AWS Neuron 文档《Trainium/Inferentia2 Architecture Guide for NKI》， （官方文档原图，仅内部参考）。,,网页,,,v4 当前引用,https://awsdocs-neuron.readthedocs-hosted.com/en/latest/_images/neuroncore_fig24.png,调研v4/厂商档案/AWS-Trainium-Inferentia/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/SambaNova/芯片架构详解.md:38,"图：SN40L 整芯片级块图：单 socket 内含 2 颗 die，经 Die-to-Die 链路互连，每 die 含 2 个 RDU Tile（合计 4 Tile，每 Tile 内即上文 PCU/PMU/RDN/AGCU 的 2D mesh 阵列）；TLN（Top-Level Network）为片上网络，桥接计算阵列与片外内存及接口。三层内存清晰可见：Tile 内片上 SRAM（PMU scratchpad）+ 封装上 HBM（高带宽，常驻 router/激活）+ 板级 DDR（大容量，存放 CoE 专家权重）；顶/底边为 5×P2P + PCIe 的 host 接口。来源：Prabhakar et al., SambaNova SN40L: Scaling the AI Memory Wall with Dataflow and Composition of Experts, arXiv:2405.07518, Fig. 5， （原图，仅内部参考）。",,网页,,,v4 当前引用,https://arxiv.org/html/2405.07518v2/x6.png,调研v4/厂商档案/SambaNova/芯片架构详解.md,
调研-训练推理芯片调研,16；调研v4/厂商档案/超大厂自研/芯片架构详解.md:40,"图：Tesla Dojo 单个节点（核）的微架构框图：BTB/PC/I-Cache 取指、Scalar Scheduler×4 + Scalar RegFile×4、SMT Vector Scheduler + Vector RegFile + SIMD Datapath + MatMul 8×8×4、1.25MB 本地 SRAM、四向 NoC Router（West/North/East/South 各 128B）。来源：Tesla, ""Microarchitecture of the DOJO node"", Hot Chips 34 (2022)，经 ServeTheHome 转载， （原图，仅内部参考）。",,网页,,,v4 当前引用,https://www.servethehome.com/tesla-dojo-ai-system-microarchitecture/,调研v4/厂商档案/超大厂自研/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md:35,图：壁仞 BR100 SPC 内部架构：每个 SPC 含 16×EU，每 EU 内含 16×V-core（SIMT）+ 1×T-core（张量），配 40KB TLR、4×SFU、TDA（Tensor Data Accelerator）、64KB L1/LSC，以及可配为 scratchpad 的至多 8MB 分布式 L2。来源：Biren Technology，壁仞™ BR100 GPGPU: Accelerating Datacenter Scale AI Computing，Hot Chips 34（2022）官方演讲 PDF 第 11 页，[hc34.hotchips.org](,,网页,,,v4 当前引用,https://hc34.hotchips.org/assets/program/conference/day1/GPU%20HPC/HC2022.BirenTech.MikeHong.LingjieXu.v01.pdf)（原图，仅内部参考）,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/华为昇腾/芯片架构详解.md:42,"图：达芬奇（DaVinci）AI Core 核内架构框图：CUBE 矩阵引擎 + Vector 单元 + Scalar 单元三类计算单元，配合 L0A/L0B（各 64KB，Cube 输入）、L0C（256KB，FP32 累加输出）、L1（1MB）与 Unified Buffer（256KB）多级软件管理 scratchpad，经 MTE/DMA 与 Global Memory 交换数据；图中标注各级缓冲间带宽。来源：Xue et al.，《SGEMM-cube: Precision-Recovery FP32 GEMM Approximation on Ascend NPUs with FP16 Matrix Engines》, arXiv:2507.23387, Fig. 6， （原图，仅内部参考）。",,网页,,,v4 当前引用,https://arxiv.org/html/2507.23387v4/x6.png,调研v4/厂商档案/华为昇腾/芯片架构详解.md,
调研-训练推理芯片调研,10；调研v4/厂商档案/壁仞-Biren/资料汇总.md:78,"壁仞科技官网 / 无问芯穹 / CSDN（芯朋友转载），无问芯穹大模型训练引擎助力壁仞千卡训练集群效能提升近 1 倍[官方]厂商联合披露 + [第三方]第三方转载. ； 。注：""1024-GPU 集群 1.8 亿元交付""具体金额/卡数缺独立一手佐证，正文已降级标存疑；在手订单超 12 亿元、千卡集群+2048 卡超节点为招股书/财经媒体口径。",,网页,,,v4 当前引用,https://blog.csdn.net/2401_87329534/article/details/143521917,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,10,"壁仞科技官网 / 无问芯穹 / CSDN（芯朋友转载），无问芯穹大模型训练引擎助力壁仞千卡训练集群效能提升近 1 倍[官方]厂商联合披露 + [第三方]第三方转载. ； 。注：""1024-GPU 集群 1.8 亿元交付""具体金额/卡数缺独立一手佐证，正文已降级标存疑；在手订单超 12 亿元、千卡集群+2048 卡超节点为招股书/财经媒体口径。",,网页,,,v4 当前引用,https://www.birentech.com/News_details/90.html,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md,
调研-训练推理芯片调研,27,"官方 GitHub, tt-metal vLLM integration（Tenstorrent vLLM fork）.",,网页,,,v4 当前引用,https://github.com/tenstorrent/tt-metal/blob/main/tech_reports/LLMs/vLLM_integration.md,调研v4/厂商档案/Tenstorrent/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/超大厂自研/资料汇总.md:53,"官方 Microsoft Azure blog, Inside Maia 100 ： 官方博客版，含 SDK/系统/液冷机柜定位。",,网页,,,v4 当前引用,https://techcommunity.microsoft.com/blog/azureinfrastructureblog/inside-maia-100-,调研v4/厂商档案/超大厂自研/资料汇总.md,
调研-训练推理芯片调研,12,"官方资料 Graphcore, Poplar SDK Overview / PyTorch for IPU（PopTorch/PopART/PopLibs、SDK 3.4.x）.",,网页,,,v4 当前引用,https://www.graphcore.ai/posts/introducing-pytorch-for-the-ipu,调研v4/厂商档案/Graphcore/芯片架构详解.md,
调研-训练推理芯片调研,10,官方资料/第三方分析 SambaNova DataScale SN30 datasheet + NextPlatform/HPCwire（2022）- SN30 官方一手：86B 晶体管/socket、688 BF16 TFLOPS、640 MB 片上、1 TB DDR/socket（8-socket 系统 8 TB）、TSMC 7nm 双 die.,,网页,,,v4 当前引用,https://www.nextplatform.com/2022/09/17/sambanova-doubles-up-chips-to-chase-ai-foundation-models/,调研v4/厂商档案/SambaNova/芯片架构详解.md,
调研-训练推理芯片调研,15,"第三方 Tom's Hardware, Keller: Intel ""a lot of work to do""; in talks with TSMC/Rapidus/Samsung for 2nm.",,网页,,,v4 当前引用,https://www.tomshardware.com/tech-industry/semiconductors/chip-designer-jim-keller-says-intel-still-has-a-lot-of-work-to-do,调研v4/厂商档案/Tenstorrent/芯片架构详解.md,
调研-训练推理芯片调研,11,"第三方 VideoCardz, Tenstorrent downgrades Blackhole p150 specs from 140 to 120 cores.",,网页,,,v4 当前引用,https://videocardz.com/newz/tenstorrent-downgrades-blackhole-p150-pcie-cards-specs-from-140-to-120-cores,调研v4/厂商档案/Tenstorrent/芯片架构详解.md,
调研-训练推理芯片调研,调研v4/厂商档案/其他国产与边缘/资料汇总.md:119,"第三方 新浪/快科技, MTT S5000 参数公开（80GB/1.6 TB/s、FP8 ~1 PFLOPS）.",,网页,,,v4 当前引用,https://news.mydrivers.com/1/1103/1103881.htm,调研v4/厂商档案/其他国产与边缘/资料汇总.md,
调研-训练推理芯片调研,8,"第三方分析 IntuitionLabs / StartupFortune / Voiceflow, NVIDIA $20B Groq deal / Groq neocloud（2.9× 估值、$650M neocloud 转型、新 CEO Simon Edwards）（需一手复核）.",,网页,,,v4 当前引用,https://www.voiceflow.com/blog/groq,调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,11；调研v4/厂商档案/SambaNova/资料汇总.md:76,"第三方分析 The Next Platform / SiliconANGLE / XPU.pub（2026-02）- SN50 由 TSMC 3nm（N3） 代工（双 chiplet；Intel 为投资+合作方非代工，非 Intel 18A）；并载 256 加速器/worker、32,768 RDU scale-out（约 2,048/单 Ethernet 域）、10T 参数/10M token.",,网页,,,v4 当前引用,https://siliconangle.com/2026/02/24/sambanova-steps-challenge-nvidia-new-chip-350m-funding-powerful-ally-intel/,调研v4/厂商档案/SambaNova/芯片架构详解.md；调研v4/厂商档案/SambaNova/资料汇总.md,
调研-训练推理芯片调研,11；调研v4/厂商档案/SambaNova/资料汇总.md:76,"第三方分析 The Next Platform / SiliconANGLE / XPU.pub（2026-02）- SN50 由 TSMC 3nm（N3） 代工（双 chiplet；Intel 为投资+合作方非代工，非 Intel 18A）；并载 256 加速器/worker、32,768 RDU scale-out（约 2,048/单 Ethernet 域）、10T 参数/10M token.",,网页,,,v4 当前引用,https://www.nextplatform.com/ai/2026/02/25/sambanova-pits-its-engineering-against-nvidia-for-agentic-ai/,调研v4/厂商档案/SambaNova/芯片架构详解.md；调研v4/厂商档案/SambaNova/资料汇总.md,
调研-训练推理芯片调研,21,"第三方分析 Tom's Hardware / The Register / The Decoder, Groq 3 LPX 在 GTC 2026（2026-03-16）发布（产品发布日期、与交易日期区分；FP8 1.2 PFLOPS、112Gbps/lane 等第三方规格汇总见 StorageReview[7]）.",,网页,,,v4 当前引用,https://the-decoder.com/gtc-2026-with-groq-3-lpx-nvidia-adds-dedicated-inference-hardware-to-its-platform-for-the-first-time/,调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,21,"第三方分析 Tom's Hardware / The Register / The Decoder, Groq 3 LPX 在 GTC 2026（2026-03-16）发布（产品发布日期、与交易日期区分；FP8 1.2 PFLOPS、112Gbps/lane 等第三方规格汇总见 StorageReview[7]）.",,网页,,,v4 当前引用,https://www.tomshardware.com/pc-components/gpus/nvidia-groq-3-lpu-and-groq-lpx-racks-join-rubin-platform-at-gtc-sram-packed-accelerator-boosts-every-layer-of-the-ai-model-on-every-token,调研v4/厂商档案/Groq/芯片架构详解.md,
调研-训练推理芯片调研,11；5,"第三方分析 Z. Jia, B. Tillman, M. Maggioni, D. P. Scarpazza (Citadel), Dissecting the Graphcore IPU Architecture via Microbenchmarking, arXiv:1912.03413 (Dec 2019, GC2/Mk1)；GC200 第三方评测 arXiv:2311.04417.",,网页,,,v4 当前引用,https://arxiv.org/abs/1912.03413,调研v4/厂商档案/Graphcore/芯片架构详解.md；调研v4/厂商档案/Graphcore/资料汇总.md,
调研-训练推理芯片调研,调研v4/补充/GPU的Tensor core理解.md:42,"第二，Tensor Core 是 GPU 内部的 DSA-like 专用单元。 它不是传统 CUDA core 那种“每个 lane 做一个标量 ALU 操作”的模型，而是由一个 warp 或 warp-group 合作提交一个矩阵 tile 操作。CUDA 13.3 的新 Tile 编程模型也明确把 tile programming 和 SIMT kernel 区分开，说 tile 编程让程序员以整个 block / tile 为粒度表达操作，由编译器映射到底层线程和 Tensor Cores。([NVIDIA Docs]( ""2.4. Writing Tile Kernels — CUDA Programming Guide""))",,网页,,,v4 当前引用,https://docs.nvidia.com/cuda/cuda-programming-guide/02-basics/writing-tile-kernels.html,调研v4/补充/GPU的Tensor core理解.md,
调研-训练推理芯片调研,调研v4/主题分析/03_AI_core内部差异.md:37,"调度模型也不要说成 dynamic warp scheduling 。NVIDIA CUDA GPU 的典型模型是：线程被分组成 warp，SM 上的 warp scheduler 在指令发射时从 ready warps 中选择可执行 warp 来发射，以隐藏延迟。NVIDIA CUDA 文档明确描述了 warp 执行上下文常驻片上、warp scheduler 在每个 issue 时刻选择 ready warp 并发射指令。([NVIDIA Docs]( ""CUDA C++ Programming Guide (Legacy)"")) 昇腾 AI Core 没有这个“warp 是硬件调度基本单位”的公开编程/执行抽象。",,网页,,,v4 当前引用,https://docs.nvidia.com/cuda/cuda-c-programming-guide/?utm_source=chatgpt.com,调研v4/主题分析/03_AI_core内部差异.md,
调研-训练推理芯片调研,13；调研v4/厂商档案/壁仞-Biren/资料汇总.md:74,"财经网 / 东方财富 / 观察者网 / 财联社, 壁仞科技 2026-01-02 登陆港交所（6082），发行价 19.60 港元、募资 55.83 亿港元，""港股国产 GPU 第一股""，首日收涨约 76%；募资净额约 85% 投研发（BR20X/BR30X/BR31X）；招股书三年半累计净亏超 63 亿元、2025 营收 +207.2%[第三方]第三方分析（中文媒体）.",,网页,,,v4 当前引用,https://caifuhao.eastmoney.com/news/20260105153255134746920,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,13；调研v4/厂商档案/壁仞-Biren/资料汇总.md:74,"财经网 / 东方财富 / 观察者网 / 财联社, 壁仞科技 2026-01-02 登陆港交所（6082），发行价 19.60 港元、募资 55.83 亿港元，""港股国产 GPU 第一股""，首日收涨约 76%；募资净额约 85% 投研发（BR20X/BR30X/BR31X）；招股书三年半累计净亏超 63 亿元、2025 营收 +207.2%[第三方]第三方分析（中文媒体）.",,网页,,,v4 当前引用,https://m.caijing.com.cn/article/202601/389903,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md；调研v4/厂商档案/壁仞-Biren/资料汇总.md,
调研-训练推理芯片调研,13,"财经网 / 东方财富 / 观察者网 / 财联社, 壁仞科技 2026-01-02 登陆港交所（6082），发行价 19.60 港元、募资 55.83 亿港元，""港股国产 GPU 第一股""，首日收涨约 76%；募资净额约 85% 投研发（BR20X/BR30X/BR31X）；招股书三年半累计净亏超 63 亿元、2025 营收 +207.2%[第三方]第三方分析（中文媒体）.",,网页,,,v4 当前引用,https://www.guancha.cn/economy/2026_01_03_802582.shtml,调研v4/厂商档案/壁仞-Biren/芯片架构详解.md,
调研-训练推理芯片调研,154；5,"📄 A Scalable NorthPole System with End-to-End Vertical Integration, arXiv:2511.15950（288 芯片/18×2U、115 peta-ops INT4、3.7 PB/s、30kW）；IEEE HPEC 2024 / IBM Research, NorthPole LLM Inference（3B Granite、28,356 tok/s、能效 72.7×/延迟 46.9× 优于 GPU）.",,论文/会议,,,v4 当前引用,https://arxiv.org/abs/2511.15950,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,154；6,"📄 A Scalable NorthPole System with End-to-End Vertical Integration, arXiv:2511.15950（288 芯片/18×2U、115 peta-ops INT4、3.7 PB/s、30kW）；IEEE HPEC 2024 / IBM Research, NorthPole LLM Inference（3B Granite、28,356 tok/s、能效 72.7×/延迟 46.9× 优于 GPU）.",,论文/会议,,,v4 当前引用,https://ieeexplore.ieee.org/abstract/document/10938418/,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,154；6,"📄 A Scalable NorthPole System with End-to-End Vertical Integration, arXiv:2511.15950（288 芯片/18×2U、115 peta-ops INT4、3.7 PB/s、30kW）；IEEE HPEC 2024 / IBM Research, NorthPole LLM Inference（3B Granite、28,356 tok/s、能效 72.7×/延迟 46.9× 优于 GPU）.",,论文/会议,,,v4 当前引用,https://research.ibm.com/blog/northpole-llm-inference-results,调研v4/99_参考文献总库.md；调研v4/主题分析/11_新兴workload趋势与颠覆架构路线.md,
调研-训练推理芯片调研,C-arch1；调研v4/厂商档案/AMD/芯片架构详解.md:181；调研v4/厂商档案/AMD/资料汇总.md:27；调研v4/厂商档案/AMD/资料汇总.md:77,"📄 A. Smith, E. Chapman, C. Patel, R. Swaminathan, J. Wuu, T. Huang, W. Jung, A. Kaganov, H. McIntyre, R. Mangaser（AMD）, AMD Instinct MI300 Series Modular Chiplet Package — HPC and AI Accelerator for Exa-Class Systems, ISSCC 2024, vol.67, pp.490–492, DOI 10.1109/ISSCC49657.2024.10454441（定义 CDNA3/MI300 的同行评审种子论文：3.5D 封装、spatial partitioning）.",,论文/会议,,,v4 当前引用,https://ieeexplore.ieee.org/document/10454441/,调研v4/99_参考文献总库.md；调研v4/厂商档案/AMD/芯片架构详解.md；调研v4/厂商档案/AMD/资料汇总.md,
调研-训练推理芯片调研,C-arch2；调研v4/厂商档案/AMD/芯片架构详解.md:183；调研v4/厂商档案/AMD/资料汇总.md:28；调研v4/厂商档案/AMD/资料汇总.md:78,"📄 A. Smith, V. K. Alla（AMD）, AMD Instinct MI300X: A Generative AI Accelerator and Platform Architecture, IEEE Micro, vol.45, no.3, pp.41–49, May/Jun. 2025, DOI 10.1109/MM.2025.3552324（ISSCC 2024 论文的 IEEE Micro 期刊扩展版）.",,论文/会议,,,v4 当前引用,https://ieeexplore.ieee.org/document/10930746/,调研v4/99_参考文献总库.md；调研v4/厂商档案/AMD/芯片架构详解.md；调研v4/厂商档案/AMD/资料汇总.md,
调研-训练推理芯片调研,111；12；19,"📄 Attention in SRAM on Grayskull, arXiv:2407.13885（FP8 332/BLOCKFP8 ~83 TFLOPS）；Assessing RISC-V MatMul Acceleration, arXiv:2505.06085；FFT on Wormhole, arXiv:2506.15437；Numerical Kernels on a Spatial Accelerator, arXiv:2603.23343.",,论文/会议,,,v4 当前引用,https://arxiv.org/html/2505.06085v1,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,11；111；8；调研v4/厂商档案/Tenstorrent/芯片架构详解.md:43,"📄 Attention in SRAM on Grayskull, arXiv:2407.13885（FP8 332/BLOCKFP8 ~83 TFLOPS）；Assessing RISC-V MatMul Acceleration, arXiv:2505.06085；FFT on Wormhole, arXiv:2506.15437；Numerical Kernels on a Spatial Accelerator, arXiv:2603.23343.",,论文/会议,,,v4 当前引用,https://arxiv.org/pdf/2407.13885,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,111；13；20,"📄 Attention in SRAM on Grayskull, arXiv:2407.13885（FP8 332/BLOCKFP8 ~83 TFLOPS）；Assessing RISC-V MatMul Acceleration, arXiv:2505.06085；FFT on Wormhole, arXiv:2506.15437；Numerical Kernels on a Spatial Accelerator, arXiv:2603.23343.",,论文/会议,,,v4 当前引用,https://arxiv.org/pdf/2506.15437,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/芯片架构详解.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,111；14,"📄 Attention in SRAM on Grayskull, arXiv:2407.13885（FP8 332/BLOCKFP8 ~83 TFLOPS）；Assessing RISC-V MatMul Acceleration, arXiv:2505.06085；FFT on Wormhole, arXiv:2506.15437；Numerical Kernels on a Spatial Accelerator, arXiv:2603.23343.",,论文/会议,,,v4 当前引用,https://arxiv.org/pdf/2603.23343,调研v4/99_参考文献总库.md；调研v4/厂商档案/Tenstorrent/资料汇总.md,
调研-训练推理芯片调研,H-arch2；调研v4/厂商档案/华为昇腾/资料汇总.md:28；调研v4/厂商档案/华为昇腾/资料汇总.md:68,"📄 B. Wróblewski, G. Gottardo, A. Zouzias, Parallel Scan on Ascend AI Accelerators, arXiv:2505.15112（2025）（算子优化论文，非架构定义论文；提及 910B4 = 20 Cube + 40 Vector / 800 GB/s。更正：旧档曾误标为""ASPLOS'25 Ascend 架构分析""，实为 arXiv 算子论文）.",,论文/会议,,,v4 当前引用,https://arxiv.org/abs/2505.15112,调研v4/99_参考文献总库.md；调研v4/厂商档案/华为昇腾/资料汇总.md,
调研-训练推理芯片调研,78；调研v4/厂商档案/Cerebras/资料汇总.md:42；调研v4/厂商档案/Cerebras/资料汇总.md:95,"📄 Benchmarking LLMs on the Cerebras WSE, arXiv:2409.00287（weight streaming、layer-by-layer）；Comparison of Cerebras WSI vs NVIDIA GPU, arXiv:2503.11698.",,论文/会议,,,v4 当前引用,https://arxiv.org/html/2503.11698v1,调研v4/99_参考文献总库.md；调研v4/厂商档案/Cerebras/资料汇总.md,
调研-训练推理芯片调研,78；调研v4/厂商档案/Cerebras/芯片架构详解.md:150；调研v4/厂商档案/Cerebras/资料汇总.md:40；调研v4/厂商档案/Cerebras/资料汇总.md:94,"📄 Benchmarking LLMs on the Cerebras WSE, arXiv:2409.00287（weight streaming、layer-by-layer）；Comparison of Cerebras WSI vs NVIDIA GPU, arXiv:2503.11698.",,论文/会议,,,v4 当前引用,https://arxiv.org/pdf/2409.00287,调研v4/99_参考文献总库.md；调研v4/厂商档案/Cerebras/芯片架构详解.md；调研v4/厂商档案/Cerebras/资料汇总.md,
