"平台","年份","资料类别","论文或资料标题","发表期刊或会议","主要作者","作者单位","DOI","来源链接","来源项目","源文件","汇总后文件","页数","文件大小_字节","SHA256","PDF解析"
"NVIDIA GPU","2026","独立逆向与微基准","Microbenchmarking NVIDIA Blackwell Architecture An In-depth Architectural Analysis","2026 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","Aaron Jarmusch；Sunita Chandrasekaran","特拉华大学","10.1109/ipdps65963.2026.00087","https://arxiv.org/pdf/2512.02189","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/02_独立逆向与微基准/2026_Microbenchmarking_NVIDIA_Blackwell_B200.pdf","论文/NVIDIA_GPU/02_独立逆向与微基准/2026_Microbenchmarking_NVIDIA_Blackwell_B200.pdf","11","424538","0a946b982cc39487576cafbf5f5a7f77df92ebde398a1bb2018b6ea3e9c04b2e","通过"
"NVIDIA GPU","2026","独立逆向与微基准","NVLift Lifting NVIDIA GPU Assembly to LLVM IR for Downstream Security Applications","Binary Analysis Research Workshop（BAR 2026）","当前清单未完整著录","普渡大学","10.14722/bar.2026.230028","https://www.ndss-symposium.org/wp-content/uploads/bar2026-28.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/02_独立逆向与微基准/2026_NVLift_SASS_to_LLVM_IR.pdf","论文/NVIDIA_GPU/02_独立逆向与微基准/2026_NVLift_SASS_to_LLVM_IR.pdf","12","594472","a798f66d96b456775f433102a34c2964efa197eda4f615d823348a2a9d777de1","通过"
"NVIDIA GPU","2021","系统与性能补充","Characterizing Concurrency Mechanisms for NVIDIA GPUs under Deep Learning Workloads","Performance Evaluation","Guin Gilman；Robert J. Walls","伍斯特理工学院","10.1016/j.peva.2021.102234","https://arxiv.org/pdf/2110.00459","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/03_系统与性能补充/2021_Concurrency_Mechanisms_NVIDIA_GPUs_DL.pdf","论文/NVIDIA_GPU/03_系统与性能补充/2021_Concurrency_Mechanisms_NVIDIA_GPUs_DL.pdf","21","2338745","d2d8b6bf2732513fc653615d797ae3e8148d9c07dbcf3e5cbad4771d6d027c16","通过"
"NVIDIA GPU","2024","系统与性能补充","Automatic BLAS Offloading on Unified Memory Architecture A Study on NVIDIA Grace-Hopper","Practice and Experience in Advanced Research Computing 2024: Human Powered Computing","Junjie Li；Yinzhi Wang；Xiao Liang；Hang Liu","Texas Advanced Computing Center, The University of Texas at Austin, USA；Pittsburgh Supercomputing Center, Carnegie Mellon University, USA","10.1145/3626203.3670561","https://arxiv.org/pdf/2404.13195","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/03_系统与性能补充/2024_Automatic_BLAS_Offloading_Grace_Hopper.pdf","论文/NVIDIA_GPU/03_系统与性能补充/2024_Automatic_BLAS_Offloading_Grace_Hopper.pdf","5","125294","b659ffda7e1e28b59e1d556fe72ce37652b03ac1bce355324321bcc91b4608c5","通过"
"NVIDIA GPU","2025","系统与性能补充","Towards Memory Disaggregation via NVLink C2C","Proceedings of the 4th Workshop on Heterogeneous Composable and Disaggregated Systems","Felix Werner；Marcel Weisgut；Tilmann Rabl","波茨坦大学哈索·普拉特纳研究所","10.1145/3723851.3723853","https://hpi.de/oldsite/fileadmin/user_upload/fachgebiete/rabl/publications/2025/hcds25-Werner-GraceHopper.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/03_系统与性能补充/2025_NVLink_C2C_Memory_Disaggregation.pdf","论文/NVIDIA_GPU/03_系统与性能补充/2025_NVLink_C2C_Memory_Disaggregation.pdf","7","660102","f99af6c7311ab2e2a28a84e67fc77af83e42708fd2a86d502496b3dabd96b4f3","通过"
"NVIDIA GPU","2026","系统与性能补充","Microbenchmark-Driven Analytical Performance Modeling Across Modern GPU Architectures","arXiv 预印本","当前清单未完整著录","特拉华大学","","https://arxiv.org/pdf/2605.04178","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/03_系统与性能补充/2026_Microbenchmark_Driven_Performance_Modeling_GPUs.pdf","论文/NVIDIA_GPU/03_系统与性能补充/2026_Microbenchmark_Driven_Performance_Modeling_GPUs.pdf","11","629791","71d747026a8ee54e6f8fada7c034e7fea5fc4fec9dd6737d00c36bd479283d32","通过"
"NVIDIA GPU","2017","官方白皮书与技术资料","NVIDIA Tesla V100 GPU Architecture","NVIDIA 架构白皮书","当前清单未完整著录","NVIDIA","","https://images.nvidia.com/content/volta-architecture/pdf/volta-architecture-whitepaper.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2017_NVIDIA_Tesla_V100_Architecture_Whitepaper.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2017_NVIDIA_Tesla_V100_Architecture_Whitepaper.pdf","58","3851922","86ab6ff6b0d8633fc196f709810f20e185769af0698ec9274034119bf3feec8d","通过"
"NVIDIA GPU","2018","官方白皮书与技术资料","NVIDIA Turing GPU Architecture","NVIDIA 架构白皮书","当前清单未完整著录","NVIDIA","","https://www.nvidia.com/content/dam/en-zz/Solutions/design-visualization/technologies/turing-architecture/NVIDIA-Turing-Architecture-Whitepaper.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2018_NVIDIA_Turing_Architecture_Whitepaper.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2018_NVIDIA_Turing_Architecture_Whitepaper.pdf","86","16775220","883843cbe3eef4f4c488b6e482641c09fdccca73ae137335fbd8b8bdb55161a4","通过"
"NVIDIA GPU","2020","官方白皮书与技术资料","NVIDIA A100 Tensor Core GPU Architecture","NVIDIA 架构白皮书","当前清单未完整著录","NVIDIA","","https://images.nvidia.com/aem-dam/en-zz/Solutions/data-center/nvidia-ampere-architecture-whitepaper.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2020_NVIDIA_A100_Architecture_Whitepaper.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2020_NVIDIA_A100_Architecture_Whitepaper.pdf","82","7979890","3a800ad7668ec37037fa5870a8e3bb681b75f19668b3d11492ab9b0da0d58815","通过"
"NVIDIA GPU","2021","官方白皮书与技术资料","IEEE Micro 2021, Volume 41, Issue 2（整期复核原件）","IEEE Micro 41(2)","IEEE","IEEE","","","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2021_IEEE_Micro_41_2_full_issue_source.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2021_IEEE_Micro_41_2_full_issue_source.pdf","92","34411675","30b20043ef9d8f36e77f7ff397110088987a4c815aa67077cf7ce7854441bdae","通过"
"NVIDIA GPU","2022","官方白皮书与技术资料","NVIDIA Ada GPU Architecture","NVIDIA 架构白皮书","当前清单未完整著录","NVIDIA","","https://images.nvidia.com/aem-dam/Solutions/geforce/ada/nvidia-ada-gpu-architecture.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2022_NVIDIA_Ada_Architecture_Whitepaper.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2022_NVIDIA_Ada_Architecture_Whitepaper.pdf","41","3856537","7cbe859bf7e63e16921536042fef24788968667c967529427099e97be0805ed1","通过"
"NVIDIA GPU","2025","官方白皮书与技术资料","NVIDIA Blackwell Tuning Guide","NVIDIA 调优指南","当前清单未完整著录","NVIDIA","","https://docs.nvidia.com/cuda/archive/12.8.0/pdf/Blackwell_Tuning_Guide.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/2025_NVIDIA_Blackwell_Tuning_Guide.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2025_NVIDIA_Blackwell_Tuning_Guide.pdf","20","158674","d155a5a0d01bf641d4631a9d8fcce3af97c615e8b1a5149e045256f5fcce6e91","通过"
"NVIDIA GPU","2025","官方白皮书与技术资料","NVIDIA Blackwell Architecture Technical Brief","NVIDIA 技术简报 v2.1（含 Blackwell Ultra 与 GB300）","当前清单未完整著录","NVIDIA","","https://nvdam.widen.net/s/xqt56dflgh/nvidia-blackwell-architecture-technical-brief","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/NVIDIA_GPU/90_官方白皮书与技术资料/NVIDIA_Blackwell_Architecture_Technical_Brief_v2.1.pdf","论文/NVIDIA_GPU/90_官方白皮书与技术资料/NVIDIA_Blackwell_Architecture_Technical_Brief_v2.1.pdf","31","4161419","4227519debc44f7aac92719620f9161dbe1e7c2135aee57d91c1cbe32332c034","通过"
"华为昇腾/达芬奇","2019","厂商直接架构论文","DaVinci A Scalable Architecture for Neural Network Computing","2019 IEEE Hot Chips 31 Symposium (HCS)","Heng Liao；Jiajin Tu；Jing Xia；Xiping Zhou","华为","10.1109/HOTCHIPS.2019.8875654","https://old.hotchips.org/hc31/HC31_1.11_Huawei.Davinci.HengLiao_v4.0.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/01_厂商直接架构论文/2019_DaVinci_Scalable_Architecture_HotChips31.pdf","论文/华为昇腾_DaVinci/01_厂商直接架构论文/2019_DaVinci_Scalable_Architecture_HotChips31.pdf","44","2745794","c9fc6953008d96deface0b66a416cb574672131066a097d625b9f1794aa918b6","通过"
"华为昇腾/达芬奇","2021","厂商直接架构论文","Ascend A Scalable and Unified Architecture for Ubiquitous Deep Neural Network Computing","2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA)","Heng Liao；Jiajin Tu；Jing Xia；Hu Liu；Xiping Zhou；Honghui Yuan；等","华为","10.1109/HPCA51647.2021.00071","https://ieeexplore.ieee.org/stampPDF/getPDF.jsp?tp=&arnumber=9407221","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/01_厂商直接架构论文/2021_Ascend_Scalable_Unified_Architecture_HPCA.pdf","论文/华为昇腾_DaVinci/01_厂商直接架构论文/2021_Ascend_Scalable_Unified_Architecture_HPCA.pdf","13","3892231","869ca2cbd9d7626d1b0eedc4f581ada774a1ab474ad26e55d2f67c01ab51bb4c","通过"
"华为昇腾/达芬奇","2020","独立逆向与微基准","Optimizing the Memory Hierarchy by Compositing Automatic Transformations on Computations and Data","2020 53rd Annual IEEE/ACM International Symposium on Microarchitecture (MICRO)","Jie Zhao；Peng Di","华为；数学工程与先进计算国家重点实验室；Inria","10.1109/MICRO50266.2020.00044","https://01.me/files/AKG/akg-micro20.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2020_Optimizing_Memory_Hierarchy_Ascend910.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2020_Optimizing_Memory_Hierarchy_Ascend910.pdf","15","368872","420dbfed236bc1c962335457d525d400696a3b43be6005c85067f12238183785","通过"
"华为昇腾/达芬奇","2021","独立逆向与微基准","AKG Automatic Kernel Generation for Neural Processing Units using Polyhedral Transformations","Proceedings of the 42nd ACM SIGPLAN International Conference on Programming Language Design and Implementation","Jie Zhao；Bojie Li；Wang Nie；Zhen Geng；Renwei Zhang；Xiong Gao；等","State Key Laboratory of Mathematical Engineering and Advanced Computing, China；Huawei Technologies, China；Huawei, China","10.1145/3453483.3454106","https://01.me/files/AKG/akg-pldi21.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2021_AKG_Automatic_Kernel_Generation_NPUs.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2021_AKG_Automatic_Kernel_Generation_NPUs.pdf","16","578487","88677f8b8cd1a4bca3b4586bdf68161eb8c13cee00659fa646ffe358f6a6950b","通过"
"华为昇腾/达芬奇","2023","独立逆向与微基准","Performance Modeling on DaVinci AI Core","Journal of Parallel and Distributed Computing","Yifeng Tang；Cho-li Wang","香港大学","10.1016/j.jpdc.2023.01.008","https://doi.org/10.1016/j.jpdc.2023.01.008","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2023_Performance_Modeling_DaVinci_AI_Core.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2023_Performance_Modeling_DaVinci_AI_Core.pdf","16","4580395","9380960c75c68a98316bb11555badc2d491d28209e1f2ff14a8fc231fe5abdc8","通过"
"华为昇腾/达芬奇","2025","独立逆向与微基准","AMLA MUL by ADD in FlashAttention Rescaling","arXiv 预印本","当前清单未完整著录","华为","","https://arxiv.org/pdf/2509.25224","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_AMLA_FlashAttention_Ascend.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_AMLA_FlashAttention_Ascend.pdf","21","1502255","f3f71cf1a08ddf907a1ec08888e3768a765704ed6a3d81d4e1b5dcc8b1be5c3b","通过"
"华为昇腾/达芬奇","2025","独立逆向与微基准","Accelerating Model Training on Ascend Chips An Industrial System for Profiling Analysis and Optimization","USENIX Annual Technical Conference（ATC 2025）","当前清单未完整著录","南京大学；鹏城实验室；华为；山东大学；北京大学","","https://www.usenix.org/system/files/atc25-zhou.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_Accelerating_Model_Training_Ascend.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_Accelerating_Model_Training_Ascend.pdf","23","1577204","790d8d26b9f47e40024fbe8b9438d7acd7fa5ff032d7f5ebc4a07c6551342d59","通过"
"华为昇腾/达芬奇","2025","独立逆向与微基准","SGEMM-cube Emulating FP32 GEMM on Ascend NPUs Using FP16 Cube Units","arXiv 预印本","当前清单未完整著录","鹏城实验室","","https://arxiv.org/pdf/2507.23387","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_SGEMM_Cube_Ascend_NPUs.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_SGEMM_Cube_Ascend_NPUs.pdf","31","765160","1db11b0264dbff152853cb7979b19535d3391b8c485220ca044d1c9c6cd1a365","通过"
"华为昇腾/达芬奇","2025","独立逆向与微基准","Squeezing Operator Performance Potential for the Ascend Architecture","Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2","Yuhang Zhou；Zhibin Wang；Guyue Liu；Shipeng Li；Xi Lin；Zibo Wang；等","南京大学；北京大学；华为","10.1145/3676641.3716243","https://grace-liu.github.io/static/papers/25-ASPLOS-ascend.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_Squeezing_Operator_Performance_Ascend.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2025_Squeezing_Operator_Performance_Ascend.pdf","16","2629535","d0325adf4c72bdac6a521e39e3fcb522485ab92aecd936082f3e5c473f8e42d5","通过"
"华为昇腾/达芬奇","2026","独立逆向与微基准","W4A16 Mixed-Precision Matrix Multiplication on Decoupled Architecture","arXiv 预印本","当前清单未完整著录","北京大学；北大长沙计算与数字经济研究院","","https://arxiv.org/pdf/2601.16536","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/02_独立逆向与微基准/2026_W4A16_Mixed_Precision_Matmul_Ascend.pdf","论文/华为昇腾_DaVinci/02_独立逆向与微基准/2026_W4A16_Mixed_Precision_Matmul_Ascend.pdf","7","362925","4cc6cfbabbcb0b31c42b3df21a4cfabcce37fa8603ae4b1f76d5cfae4c8fc48e","通过"
"华为昇腾/达芬奇","2020","系统与性能补充","AIPerf Automated Machine Learning as an AI-HPC Benchmark","Big Data Mining and Analytics","Zhixiang Ren；Yongheng Liu；Tianhui Shi；Lei Xie；Yue Zhou；Jidong Zhai；等","Peng Cheng National Laboratory, Shenzhen 518000, China；Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China；Institute of Computing Technology, Chinese Academy of Sciences, Beijing 100086, China","10.26599/bdma.2021.9020004","https://arxiv.org/pdf/2008.07141","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/03_系统与性能补充/2020_AIPerf_Ascend910_Benchmark.pdf","论文/华为昇腾_DaVinci/03_系统与性能补充/2020_AIPerf_Ascend910_Benchmark.pdf","11","626024","a92917b2d15ce6b9f520112e2e873161994e6c398d6e75c58983803134ad3792","通过"
"华为昇腾/达芬奇","2025","系统与性能补充","DEEPSERVE Serverless Large Language Model Serving at Scale","USENIX Annual Technical Conference（ATC 2025）","当前清单未完整著录","北京大学；华为云","","https://www.usenix.org/system/files/atc25-hu-junhao.pdf","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/03_系统与性能补充/2025_DEEPSERVE_Ascend_Cluster.pdf","论文/华为昇腾_DaVinci/03_系统与性能补充/2025_DEEPSERVE_Ascend_Cluster.pdf","17","930903","5486c4270349a54dce5ce5a32c4cebabdb4e152b383ead4396d945fa937aca9e","通过"
"华为昇腾/达芬奇","2025","系统与性能补充","Serving Large Language Models on Huawei CloudMatrix384","arXiv 预印本","当前清单未完整著录","华为","","https://arxiv.org/pdf/2506.12708","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/03_系统与性能补充/2025_Serving_LLMs_Huawei_CloudMatrix384.pdf","论文/华为昇腾_DaVinci/03_系统与性能补充/2025_Serving_LLMs_Huawei_CloudMatrix384.pdf","58","1868091","62d6e3ab37454fa1b0d90e572791394653d22b53d0b6a4e2ef9b640057997df0","通过"
"华为昇腾/达芬奇","2025","系统与性能补充","UB-Mesh A Hierarchically Localized nD-FullMesh Datacenter Network Architecture","IEEE Micro","Heng Liao；Bingyang Liu；Xianping Chen；Zhigang Guo；Chuanning Cheng；Jianbing Wang；等","华为","10.1109/mm.2025.3592688","https://arxiv.org/pdf/2503.20377","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/03_系统与性能补充/2025_UB_Mesh_Datacenter_Network_Architecture.pdf","论文/华为昇腾_DaVinci/03_系统与性能补充/2025_UB_Mesh_Datacenter_Network_Architecture.pdf","14","4660206","a24cb16aaf8270096c677b2914204d47bd17ccd428500cb73f6f637154e8b6bd","通过"
"华为昇腾/达芬奇","2026","系统与性能补充","On the Limitations of Non-GPU AI Accelerators for Large-Model Inference","arXiv 预印本","当前清单未完整著录","香港中文大学（深圳）","","https://arxiv.org/pdf/2607.08215","调研-训练推理芯片调研-codex-v3","调研-训练推理芯片调研-codex-v3/论文/华为昇腾_DaVinci/03_系统与性能补充/2026_Limitations_Non_GPU_AI_Accelerators_Ascend.pdf","论文/华为昇腾_DaVinci/03_系统与性能补充/2026_Limitations_Non_GPU_AI_Accelerators_Ascend.pdf","14","443796","b56fba51aed82381c103d5a0837f2f4618ea5bca97415a47a93c37f86fed9694","通过"
"NVIDIA GPU","2023","官方白皮书与技术资料","NVIDIA H100 Tensor Core GPU Architecture","NVIDIA Architecture Whitepaper v1.04","NVIDIA","NVIDIA","","https://nvdam.widen.net/s/lszrvk5jkm/nvidia-h100-tensor-core-hopper-whitepaper","本项目 M1 H100 试填补充","NVIDIA 官方 Widen 下载入口","论文/NVIDIA_GPU/01_厂商直接架构论文/2022_NVIDIA_H100_Tensor_Core_GPU_Architecture_Whitepaper_v1.04.pdf","71","7880278","3641614979809a027a8aabdc2e77639efb8fcd0f8dc7873a22ba2125489f5a27","通过"
"NVIDIA GPU","2024","官方白皮书与技术资料","NVIDIA H100 Tensor Core GPU Datasheet","NVIDIA Datasheet 2430615","NVIDIA","NVIDIA","","https://nvdam.widen.net/s/q6rttxs2pw/h100-datasheet-2287922","本项目 M1 H100 试填补充","NVIDIA 官方 Widen 内容直链","论文/NVIDIA_GPU/01_厂商直接架构论文/2024_NVIDIA_H100_Tensor_Core_GPU_Datasheet_2430615.pdf","3","411990","17494a1792c15c55bae2453305e265ad508987b474e9235ecbc6f7c815399b98","通过"
"NVIDIA GPU","2026","官方白皮书与技术资料","CUDA Hopper Tuning Guide","CUDA Toolkit 13.3 Documentation","NVIDIA","NVIDIA","","https://docs.nvidia.com/cuda/pdf/Hopper_Tuning_Guide.pdf","本项目 M1 H100 试填补充","NVIDIA 官方 CUDA 文档直链","论文/NVIDIA_GPU/01_厂商直接架构论文/2026_NVIDIA_CUDA_Hopper_Tuning_Guide_13.3.pdf","22","170892","25c37c679b059681cc95fc5affe5f1797afee86c13c460d9069c8366a6e5d6d4","通过"
"Groq LPU","2020","厂商直接架构论文","Think Fast: A Tensor Streaming Processor for Accelerating Deep Learning Workloads","IEEE/ACM International Symposium on Computer Architecture (ISCA 2020)","Dennis Abts 等","Groq","","https://groq.humain.ai/wp-content/uploads/2024/02/2020-Isca.pdf","本项目 M2 GHC 架构工作包","Groq/Humain 官方镜像固定 PDF","论文/Groq_LPU/01_厂商直接架构论文/2020_Groq_Think_Fast_Tensor_Streaming_Processor_ISCA.pdf","14","827538","12ceca6fd2d5bcbb854712eed027a49690475a0f746da901285be1f54b79877a","通过"
"Groq LPU","2024","官方白皮书与技术资料","GroqChip Processor Product Brief v1.7","Groq 产品简报 v1.7","Groq","Groq","","https://groq.sa/wp-content/uploads/2024/08/GroqChip%E2%84%A2-Processor-Product-Brief-v1.7.pdf","本项目 M2 GHC 架构工作包","Groq 官方地区站固定 PDF","论文/Groq_LPU/90_官方白皮书与技术资料/2024_GroqChip_Processor_Product_Brief_v1.7.pdf","2","5339271","bc6aa1f5e667d75aba689a3b336b0a6fc68f6b3a002274550b94c7b9671f5377","通过"
"AMD Instinct","2021","官方白皮书与技术资料","Introducing AMD CDNA 2 Architecture","AMD Architecture White Paper","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/instinct-business-docs/white-papers/amd-cdna2-white-paper.pdf","本项目 M2 NVIDIA/AMD 架构工作包","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna2-white-paper.pdf","论文/AMD_Instinct/01_厂商直接架构论文/2021_AMD_CDNA_2_Architecture_White_Paper.pdf","17","1788074","62125a4a3f00e653556ca98c178712496b241e5c3d8a4edadee7578944c2cc6d","通过"
"AMD Instinct","2025","官方白皮书与技术资料","Introducing AMD CDNA 3 Architecture","AMD Architecture White Paper","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/white-papers/amd-cdna-3-white-paper.pdf","本项目 M2 NVIDIA/AMD 架构工作包","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna-3-white-paper.pdf","论文/AMD_Instinct/01_厂商直接架构论文/2025_AMD_CDNA_3_Architecture_White_Paper.pdf","28","8096236","a0811d04f101f9127bd183d6e228f462b6fd988b0e0e6d263a25e4bed712f593","通过"
"AMD Instinct","2025","官方白皮书与技术资料","Introducing AMD CDNA 4 Architecture","AMD Architecture White Paper","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/white-papers/amd-cdna-4-architecture-whitepaper.pdf","本项目 M2 NVIDIA/AMD 架构工作包","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna-4-architecture-whitepaper.pdf","论文/AMD_Instinct/01_厂商直接架构论文/2025_AMD_CDNA_4_Architecture_White_Paper.pdf","21","2703210","7ebf89edb9b82198b9edea7bb37eb7fe7c998842257eb21ef7a459a87774a4b2","通过"
"AMD Instinct","2026","官方白皮书与技术资料","Introducing AMD CDNA 5 Architecture","AMD Architecture White Paper","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/products/technologies/cdna/amd-cdna5-whitepaper.pdf","本项目 M2 NVIDIA/AMD 架构工作包","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna5-whitepaper.pdf","论文/AMD_Instinct/01_厂商直接架构论文/2026_AMD_CDNA_5_Architecture_White_Paper.pdf","24","4152251","2381d60185f79989d3d5e4260c86f72504fcab256b40bb85fe4a6dd782afb3ef","通过"
"AMD Instinct","2026","厂商产品资料","AMD Instinct™ MI455X GPU","LE-93204-00 07/26; PID 5158303","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/products/accelerators/instinct/amd-instinct-mi455x_brochure.pdf","本项目 M2 第三波 AMD 工作包","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/fixed-candidates/amd-instinct-mi455x-brochure-2026-08-13.pdf","论文/AMD_Instinct/02_厂商产品资料/2026_AMD_Instinct_MI455X_GPU_Brochure.pdf","2","659374","6555fef1399a35f472e325dc61936d293e129735ec1e191d5fd0f3b6fa0c4208","通过"
"AMD Instinct","2026","厂商产品资料","AMD Instinct™ MI350P PCIe® Card","LE-93401-00 05/26","AMD","AMD","","https://www.amd.com/content/dam/amd/en/documents/epyc-business-docs/other/amd-instinct-mi350p-product-brochure.pdf","本项目 M2 第三波 AMD 工作包","审计/子代理交接/m2_staging/M2-W3-AMD-MI350P-CARD/fixed-candidates/amd-instinct-mi350p-product-brochure-2026-08-13.pdf","论文/AMD_Instinct/02_厂商产品资料/2026_AMD_Instinct_MI350P_PCIe_Card_Brochure.pdf","2","782486","a4e93edffc6c2a03668eef72b84d85e1d2586afb331c2228595d1549609afb29","通过"
