"enum_value_id","enum_name","enum_value","sort_order","definition","review_status","notes"
"ENUM-CONFLICT-RESOLUTION-STATUS-004","conflict_resolution_status","unresolved_true_conflict","4","枚举 conflict_resolution_status 的受控值 unresolved_true_conflict","approved",""
"ENUM-CONFLICT-RESOLUTION-STATUS-005","conflict_resolution_status","source_error_confirmed","5","枚举 conflict_resolution_status 的受控值 source_error_confirmed","approved",""
"ENUM-CONFLICT-RESOLUTION-STATUS-006","conflict_resolution_status","preferred_for_card_with_alternatives_retained","6","枚举 conflict_resolution_status 的受控值 preferred_for_card_with_alternatives_retained","approved",""
"ENUM-CONFLICT-MEMBER-ROLE-001","conflict_member_role","candidate","1","枚举 conflict_member_role 的受控值 candidate","approved",""
"ENUM-CONFLICT-MEMBER-ROLE-002","conflict_member_role","preferred","2","枚举 conflict_member_role 的受控值 preferred","approved",""
"ENUM-CONFLICT-MEMBER-ROLE-003","conflict_member_role","retained_alternative","3","枚举 conflict_member_role 的受控值 retained_alternative","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-001","search_log_result_status","planned","1","枚举 search_log_result_status 的受控值 planned","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-002","search_log_result_status","in_progress","2","枚举 search_log_result_status 的受控值 in_progress","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-003","search_log_result_status","no_reliable_result","3","枚举 search_log_result_status 的受控值 no_reliable_result","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-004","search_log_result_status","candidate_found","4","枚举 search_log_result_status 的受控值 candidate_found","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-005","search_log_result_status","source_confirmed","5","枚举 search_log_result_status 的受控值 source_confirmed","approved",""
"ENUM-SEARCH-LOG-RESULT-STATUS-006","search_log_result_status","blocked","6","枚举 search_log_result_status 的受控值 blocked","approved",""
"ENUM-SEARCH-RESULT-RELATION-001","search_result_relation","candidate","1","枚举 search_result_relation 的受控值 candidate","approved",""
"ENUM-SEARCH-RESULT-RELATION-002","search_result_relation","checked_no_support","2","枚举 search_result_relation 的受控值 checked_no_support","approved",""
"ENUM-SEARCH-RESULT-RELATION-003","search_result_relation","supports_requirement","3","枚举 search_result_relation 的受控值 supports_requirement","approved",""
"ENUM-SEARCH-RESULT-RELATION-004","search_result_relation","duplicate","4","枚举 search_result_relation 的受控值 duplicate","approved",""
"ENUM-SEARCH-RESULT-RELATION-005","search_result_relation","inaccessible","5","枚举 search_result_relation 的受控值 inaccessible","approved",""
